date,avg_monthly_price,price,year,month,month_name,quarter,season,lag_1,lag_2,lag_3,lag_12,rolling_mean_3,rolling_std_3,diff_1,sin_month,cos_month,weight
2007-07-01,4005,8.295548516225763,2007,7,Jul,3,Monsoon,8.35490952835879,8.350429973538136,8.316055720364643,8.440959885416648,8.34046507408719,0.02125744610037795,-0.05936101213302791,-0.4999999999999997,-0.8660254037844388,0.00451658094261267
2007-08-01,4387,8.38662882139512,2007,8,Aug,3,Monsoon,8.295548516225763,8.35490952835879,8.350429973538136,8.454679286026995,8.333629339374228,0.0330549303674167,0.09108030516935806,-0.8660254037844385,-0.5000000000000004,0.00451658094261267
2007-09-01,4788,8.47407690034261,2007,9,Sep,3,Monsoon,8.38662882139512,8.295548516225763,8.35490952835879,8.46863300080086,8.345695621993224,0.04623394370286054,0.08744807894748874,-1.0,-1.8369701987210297e-16,0.00451658094261267
2007-10-01,5070,8.531293315795018,2007,10,Oct,4,Post-Monsoon,8.47407690034261,8.38662882139512,8.295548516225763,8.410720946905721,8.385418079321164,0.0892703500951953,0.05721641545240885,-0.8660254037844386,0.5000000000000001,0.00451658094261267
2007-11-01,4638,8.442254104751743,2007,11,Nov,4,Post-Monsoon,8.531293315795018,8.47407690034261,8.38662882139512,8.376781037699493,8.463999679177583,0.07285682380394815,-0.08903921104327495,-0.5000000000000004,0.8660254037844384,0.00451658094261267
2007-12-01,4569,8.42726848388825,2007,12,Dec,4,Winter,8.442254104751743,8.531293315795018,8.47407690034261,8.35772841676521,8.482541440296457,0.0451190824737528,-0.01498562086349331,-2.4492935982947064e-16,1.0,0.00451658094261267
2008-01-01,4715,8.458716261657262,2008,1,Jan,1,Winter,8.42726848388825,8.442254104751743,8.531293315795018,8.323365694436081,8.46693863481167,0.05623420606282034,0.031447777769011864,0.49999999999999994,0.8660254037844387,0.006096746565515638
2008-02-01,5144,8.545780648268149,2008,2,Feb,1,Winter,8.458716261657262,8.42726848388825,8.442254104751743,8.277920258172143,8.442746283432419,0.015729665016800214,0.08706438661088711,0.8660254037844386,0.5000000000000001,0.006096746565515638
2008-03-01,5194,8.555451903533328,2008,3,Mar,1,Summer,8.545780648268149,8.458716261657262,8.42726848388825,8.294299608857235,8.477255131271221,0.061392593538821046,0.009671255265178758,1.0,6.123233995736766e-17,0.006096746565515638
2008-04-01,5102,8.537583881063972,2008,4,Apr,2,Summer,8.555451903533328,8.545780648268149,8.458716261657262,8.316055720364643,8.519982937819579,0.053278396190043625,-0.01786802246935615,0.8660254037844387,-0.4999999999999998,0.006096746565515638
2008-05-01,5218,8.560061091643414,2008,5,May,2,Summer,8.537583881063972,8.555451903533328,8.545780648268149,8.350429973538136,8.546272144288482,0.008944145179579163,0.022477210579442186,0.49999999999999994,-0.8660254037844387,0.006096746565515638
2008-06-01,4865,8.490027523343468,2008,6,Jun,2,Monsoon,8.560061091643414,8.537583881063972,8.555451903533328,8.35490952835879,8.551032292080238,0.011872488067119935,-0.07003356829994623,1.2246467991473532e-16,-1.0,0.006096746565515638
2008-07-01,4956,8.508555998020574,2008,7,Jul,3,Monsoon,8.490027523343468,8.560061091643414,8.537583881063972,8.295548516225763,8.529224165350284,0.035757360183807554,0.018528474677106388,-0.4999999999999997,-0.8660254037844388,0.006096746565515638
2008-08-01,4819,8.480529207044645,2008,8,Aug,3,Monsoon,8.508555998020574,8.490027523343468,8.560061091643414,8.38662882139512,8.51954820433582,0.03628769243093244,-0.02802679097592886,-0.8660254037844385,-0.5000000000000004,0.006096746565515638
2008-09-01,5015,8.520388082312756,2008,9,Sep,3,Monsoon,8.480529207044645,8.508555998020574,8.490027523343468,8.47407690034261,8.49303757613623,0.014253791301331881,0.03985887526811105,-1.0,-1.8369701987210297e-16,0.006096746565515638
2008-10-01,5600,8.630700432209832,2008,10,Oct,4,Post-Monsoon,8.520388082312756,8.480529207044645,8.508555998020574,8.531293315795018,8.503157762459326,0.020470422437976424,0.11031234989707528,-0.8660254037844386,0.5000000000000001,0.006096746565515638
2008-11-01,5856,8.675392806089782,2008,11,Nov,4,Post-Monsoon,8.630700432209832,8.520388082312756,8.480529207044645,8.442254104751743,8.543872573855746,0.07779132486451487,0.04469237387995051,-0.5000000000000004,0.8660254037844384,0.006096746565515638
2008-12-01,6450,8.771990436532242,2008,12,Dec,4,Winter,8.675392806089782,8.630700432209832,8.520388082312756,8.42726848388825,8.60882710687079,0.07978375692669439,0.09659763044246006,-2.4492935982947064e-16,1.0,0.006096746565515638
