,predicted_mean
2025-10-01,9.658591636665559
2025-11-01,9.663651421626975
2025-12-01,9.662044114482129
2026-01-01,9.662044114482129
2026-02-01,9.662044114482129
2026-03-01,9.662044114482129
2026-04-01,9.662044114482129
2026-05-01,9.662044114482129
2026-06-01,9.662044114482129
2026-07-01,9.662044114482129
2026-08-01,9.662044114482129
2026-09-01,9.662044114482129
